,id,url,priority,page,fetched,price_currency,price_value,ad_id,posted_weekday,posted_time,posted_month,posted_day,posted_year,delivery_offered,price_negotiable,condition,year,make,model,current_location,import_duty_paid,mileage,transmission,four_wheel_drive,location,description
1102,1103,https://www.zoomtanzania.com/4x4s-suvs/2006-toyota-harrier-1186178?s=8f78258be41c3f29effa639a77da6290,silver,111,1,TSh,"29,000,000",1186178,Friday,03:41:00,November,02,2018,,No,Used,2006,Toyota,Harrier,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Harrier new model
Mwaka 2006
4 cylinder
Price 29m"
1103,1104,https://www.zoomtanzania.com/4x4s-suvs/2000-toyota-land-cruiser-hard-top-1186175?s=8f78258be41c3f29effa639a77da6290,silver,111,1,TSh,"48,000,000",1186175,Monday,16:31:00,October,08,2018,,No,New,2000,Toyota,Land Cruiser Hard Top,In Tanzania,Yes,,Stick Shift,no,"Other Dar es Salaam District

Dar Es Salaam","Land cruiser HARDTOP
COIL SPING 1HZ engine
TOYOTA ni ya mwaka 2000
kilometa 135,000
bei 48m na inapungua"
1104,1105,https://www.zoomtanzania.com/sedans/2005-toyota-mark-x-1186170?s=8f78258be41c3f29effa639a77da6290,silver,111,1,TSh,"12,500,000",1186170,Monday,16:18:00,October,08,2018,No,No,Used,2005,Toyota,Mark X,In Tanzania,Yes,,Automatic,no,"Temeke, Kigamboni

Dar Es Salaam","MARK-X2005....YOM
2490....CC
143,000....MILEAGE
PUSH TO START
MINT CONDITIONPRICE....12.5M TSHS"
1105,1106,https://www.zoomtanzania.com/4x4s-suvs/2005-toyota-harrier-1186163?s=8f78258be41c3f29effa639a77da6290,silver,111,1,TSh,"27,500,000",1186163,Monday,16:19:00,October,08,2018,No,No,Used,2005,Toyota,Harrier,In Tanzania,Yes,,Automatic,no,"Temeke, Kigamboni

Dar Es Salaam","Harrier For Sale (DKF)
Year 2005
Kms 86,000
Cc 2360
Leather Seats
Fuel Petrol
Trans Auto
Engine Vvti
New Tyres
Sport Rims
Dashboard haijachanika kabisa hata kidogo
Gari imetunzwa vizuri
In mint Condition
Price.27.5.m"
1106,1107,https://www.zoomtanzania.com/sedans/2002-toyota-brevis-1186155?s=8f78258be41c3f29effa639a77da6290,silver,111,1,TSh,"7,500,000",1186155,Friday,03:48:00,November,02,2018,No,No,Used,2002,Toyota,Brevis,In Tanzania,Yes,,Automatic,no,"Temeke, Kigamboni

Dar Es Salaam","Make Toyota
Model Brevis
Year 2002
Cc 2480
Imetunzwa vizuri
Fuel Petrol
Price 7.5m"
1107,1108,https://www.zoomtanzania.com/4x4s-suvs/2003-toyota-rav-4-1186153?s=8f78258be41c3f29effa639a77da6290,silver,111,1,TSh,"13,000,000",1186153,Monday,16:31:00,October,08,2018,,No,Used,2003,Toyota,Rav 4,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Rav 4
year 2003
Vvti engine
Gari safi sana
Haina shida yoyote
Bei 13m"
1108,1109,https://www.zoomtanzania.com/station-wagons/2006-audi-a3-1186139?s=8f78258be41c3f29effa639a77da6290,silver,111,1,TSh,"9,700,000",1186139,Monday,16:19:00,October,08,2018,No,No,Used,2006,Audi,A3,In Tanzania,Yes,,Automatic,no,"Temeke, Kigamboni

Dar Es Salaam","AUDI A32006....YOM
1598....CC
BSE ENGINE
124,000....MILEAGEPRICE....9.7M TSHS"
1109,1110,https://www.zoomtanzania.com/hatchbacks/2004-toyota-raum-1186134?s=8f78258be41c3f29effa639a77da6290,silver,111,1,TSh,"10,500,000",1186134,Monday,16:19:00,October,08,2018,No,No,Used,2004,Toyota,Raum,In Tanzania,Yes,,Automatic,no,"Temeke, Kigamboni

Dar Es Salaam","raum mpya namba dnc
full vibal full ac
cc 1490 1nz vvti
ina miezi 3 tu
bado mpya kabisa
km 38,719 tu
bei ni 10.5m au kubadilishana na gari yoyote ile ndogo na ela kidogo"
1110,1111,https://www.zoomtanzania.com/sedans/2005-toyota-crown-athlete-1186129?s=82c2c34405051d9818908b80ff336ff2,silver,112,1,TSh,"12,000,000",1186129,Monday,16:19:00,October,08,2018,No,No,Used,2005,Toyota,Crown Athlete,In Tanzania,Yes,,Automatic,no,"Temeke, Kigamboni

Dar Es Salaam","Crown athlete
No DGX
Year - 2005
Cc - 2500
Full option
Price 12ml"
1111,1112,https://www.zoomtanzania.com/hatchbacks/2004-toyota-ist-1186123?s=82c2c34405051d9818908b80ff336ff2,silver,112,1,TSh,"10,500,000",1186123,Monday,16:19:00,October,08,2018,No,No,Used,2004,Toyota,IST,In Tanzania,Yes,,Automatic,no,"Temeke, Kigamboni

Dar Es Salaam","Toyota IST (DML)
Year 2004
Cc 1290
Kms 86,000
Fuel Petrol
Trans Auto
Engine Vvti
New Tyres
Forg Lights
Gari imetunzwa vizuri
In mint Condition
Price.10.5.m"
1112,1113,https://www.zoomtanzania.com/hatchbacks/2005-toyota-ist-1186120?s=82c2c34405051d9818908b80ff336ff2,silver,112,1,TSh,"11,800,000",1186120,Friday,03:41:00,November,02,2018,,No,Used,2005,Toyota,IST,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Make Toyota
Model ist
year 2005
Bei 11.8m"
1113,1114,https://www.zoomtanzania.com/minis/1999-toyota-noah-1186112?s=82c2c34405051d9818908b80ff336ff2,silver,112,1,TSh,"15,400,000",1186112,Monday,16:19:00,October,08,2018,No,No,Used Abroad,1999,Toyota,Noah,In Tanzania,No,,Automatic,no,"Temeke, Kigamboni

Dar Es Salaam","Toyota : Townace Noah
Year : 1999
Transmission : AT
Drive : 4WD
Color : PEARL
PSPS
PWPW
ACAC
Grade : SUPER EXTRA LIMO H-ROOF
Other : AB ABS RS FOG
FuelG
C.C.1990Gharama yakuagiza pamoja na ushuru : Tzs 15.4 milGharama yakuanzia (cif) : Tzs 7.7 mil"
1114,1115,https://www.zoomtanzania.com/hatchbacks/2005-toyota-ist-1186107?s=82c2c34405051d9818908b80ff336ff2,silver,112,1,TSh,"12,000,000",1186107,Monday,16:31:00,October,08,2018,,No,New,2005,Toyota,IST,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Toyota ist
Year: 2005
Mileage: 52,000
Color: light blue
Sport rims
Fog light
Sensor door
Clean condition
Free registration
Price: 12m"
1115,1116,https://www.zoomtanzania.com/station-wagons/2004-toyota-wish-1186105?s=82c2c34405051d9818908b80ff336ff2,silver,112,1,TSh,"10,500,000",1186105,Monday,16:19:00,October,08,2018,No,No,Used,2004,Toyota,Wish,In Tanzania,Yes,,Automatic,no,"Temeke, Kigamboni

Dar Es Salaam","Toyota Wish
Colour - Black
Odo - 87852
Year - 2004
Cc - 1790
Milion 10.5"
1116,1117,https://www.zoomtanzania.com/hatchbacks/2005-toyota-ist-1186101?s=82c2c34405051d9818908b80ff336ff2,silver,112,1,TSh,"8,800,000",1186101,Friday,03:48:00,November,02,2018,No,No,Used,2005,Toyota,IST,In Tanzania,Yes,,Automatic,no,"Temeke, Kigamboni

Dar Es Salaam","Make toyota
Model Ist
Year 2005
Cc 1290
Engine vvti
Price 8.8.ml"
1117,1118,https://www.zoomtanzania.com/hatchbacks/2002-toyota-vitz-1186099?s=82c2c34405051d9818908b80ff336ff2,silver,112,1,TSh,"8,700,000",1186099,Monday,14:58:00,October,08,2018,,No,New,2002,Toyota,Vitz,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Make Toyota
Model Vitz
Year 2002
Bei ni 8.7m"
1118,1119,https://www.zoomtanzania.com/4x4s-suvs/1995-honda-cr-v-1186097?s=82c2c34405051d9818908b80ff336ff2,silver,112,1,TSh,"10,000,000",1186097,Friday,03:48:00,November,02,2018,No,No,Used,1995,Honda,CR-V,In Tanzania,Yes,,Automatic,no,"Temeke, Kigamboni

Dar Es Salaam","Make Honda
Model Crv
Fuel Petrol
Year 1999
Cc 1995
Price 10.ml"
1119,1120,https://www.zoomtanzania.com/hatchbacks/2003-toyota-fun-cargo-1186091?s=82c2c34405051d9818908b80ff336ff2,silver,112,1,TSh,"5,000,000",1186091,Monday,14:57:00,October,08,2018,No,No,Used,2003,Toyota,Fun Cargo,In Tanzania,Yes,,Automatic,no,"Temeke, Kigamboni

Dar Es Salaam","Funcargo (CFak)
Full Document
Full ac
Imetunzwa vizuri
Price 5.ml"
1120,1121,https://www.zoomtanzania.com/hatchbacks/2004-toyota-ist-1186089?s=370f96fa989c70b98c94d817039b78d9,silver,113,1,TSh,"9,800,000",1186089,Monday,14:57:00,October,08,2018,No,No,Used,2004,Toyota,IST,In Tanzania,Yes,,Automatic,no,"Temeke, Kigamboni

Dar Es Salaam","Make toyota
Model Ist
Full vibali
Full document
Year 2004
Cc 1490
Price 9.8.ml"
1121,1122,https://www.zoomtanzania.com/4x4s-suvs/2002-toyota-harrier-1186083?s=370f96fa989c70b98c94d817039b78d9,silver,113,1,TSh,"11,000,000",1186083,Monday,14:58:00,October,08,2018,No,No,Used,2002,Toyota,Harrier,In Tanzania,Yes,,Automatic,no,"Temeke, Kigamboni

Dar Es Salaam","TOYOTA HARRIER
Registration Number: (DDB)
Manufacture Year: 2002
Engine Capacity Cc: 2160
Mileage: ....
Engine Code: 5S
Fuel: Petrol
Asking Price: 11M
Location: Kigamboni
Good condition"
1122,1123,https://www.zoomtanzania.com/minis/2000-toyota-noah-1185863?s=370f96fa989c70b98c94d817039b78d9,silver,113,1,TSh,"14,000,000",1185863,Monday,12:35:00,October,08,2018,No,Yes,Used,2000,Toyota,Noah,In Tanzania,Yes,,Automatic,no,"Kinondoni, Magomeni

Dar Es Salaam","noah road tour nzuri
full vibal full ac
cc 1998 3s engen
haijarudiwa rang popotei
gar ipo kama mpya
bei 14m maongezi"
1123,1124,https://www.zoomtanzania.com/sedans/2000-toyota-carina-1185845?s=370f96fa989c70b98c94d817039b78d9,silver,113,1,TSh,"7,500,000",1185845,Monday,12:33:00,October,08,2018,No,No,Used,2000,Toyota,Carina,In Tanzania,Yes,,Automatic,no,"Kinondoni, Magomeni

Dar Es Salaam","carina ti nzuri sana
ful vibal full ac
cc 1480 5A engen
haijawai kurudiwa rangi
bei 7.5m maongez"
1124,1125,https://www.zoomtanzania.com/hatchbacks/2005-toyota-porte-1185833?s=370f96fa989c70b98c94d817039b78d9,silver,113,1,TSh,"6,900,000",1185833,Friday,03:42:00,November,02,2018,No,Yes,Used,2005,Toyota,Porte,In Tanzania,Yes,,Automatic,no,"Kinondoni, Magomeni

Dar Es Salaam","Porte no d nzuri
Full vibal full ac
Cc 1290 model 2005
Haina shida yoyote
Bei 6.9m neg"
1125,1126,https://www.zoomtanzania.com/sedans/2000-toyota-carina-1185806?s=370f96fa989c70b98c94d817039b78d9,silver,113,1,TSh,"6,700,000",1185806,Monday,12:33:00,October,08,2018,No,Yes,Used,2000,Toyota,Carina,In Tanzania,Yes,,Automatic,no,"Kinondoni, Magomeni

Dar Es Salaam","carina ti nzuri sana
full vibal full ac
cc 1490 5A engen
bei 6.7m neg"
1126,1127,https://www.zoomtanzania.com/sedans/2000-toyota-carina-ti-1185785?s=370f96fa989c70b98c94d817039b78d9,silver,113,1,TSh,"6,700,000",1185785,Friday,03:42:00,November,02,2018,No,Yes,Used,2000,Toyota,Carina Ti,In Tanzania,Yes,,Automatic,no,"Kinondoni, Magomeni

Dar Es Salaam","carina ti nzuri sana
full vibal full ac
cc 1490 5A engen
bei 6.7m neg"
1127,1128,https://www.zoomtanzania.com/4x4s-suvs/2002-toyota-harrier-1185757?s=370f96fa989c70b98c94d817039b78d9,silver,113,1,TSh,"15,300,000",1185757,Monday,12:34:00,October,08,2018,No,Yes,Used,2002,Toyota,Harrier,In Tanzania,Yes,,Automatic,no,"Kinondoni, Magomeni

Dar Es Salaam","Harrier namba DL 4cylider nzuri
Full vibal full ac
Hainarudiwa rangi
Cc 2190 3s engen
Bei 15.3m neg"
1128,1129,https://www.zoomtanzania.com/sedans/2002-toyota-verossa-1185750?s=370f96fa989c70b98c94d817039b78d9,silver,113,1,TSh,"5,700,000",1185750,Monday,14:28:00,October,08,2018,No,No,Used,2002,Toyota,Verossa,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Make Toyota
Model Verrosa
Year 2002
Cc 1980
Km 89,000
Beams 2000
Price 5.7m(Negt)"
1129,1130,https://www.zoomtanzania.com/sedans/2002-toyota-altezza-1185747?s=370f96fa989c70b98c94d817039b78d9,silver,113,1,TSh,"6,700,000",1185747,Monday,12:34:00,October,08,2018,No,Yes,Used,2002,Toyota,Altezza,In Tanzania,Yes,,Automatic,no,"Kinondoni, Magomeni

Dar Es Salaam","Alteza 4 cylinder namba c
Full vibal full ac
Haina shida yoyote
Mziki mkubwa
Bei 6.7m maongezi"
1130,1131,https://www.zoomtanzania.com/sedans/2003-toyota-premio-1185744?s=948affdb7874f43c0fc016c697c898af,silver,114,1,TSh,"8,800,000",1185744,Monday,14:28:00,October,08,2018,No,Yes,Used,2003,Toyota,Premio,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Make Toyota
Model Premio
Year 2003
Cc 1790
Engin Vvti
Price 8.8m(Negt)"
1131,1132,https://www.zoomtanzania.com/hatchbacks/2004-toyota-raum-1185742?s=948affdb7874f43c0fc016c697c898af,silver,114,1,TSh,"7,800,000",1185742,Monday,12:34:00,October,08,2018,No,Yes,Used,2004,Toyota,Raum,In Tanzania,Yes,,Automatic,no,"Kinondoni, Magomeni

Dar Es Salaam","Raum new model nzuri
Full vibal full ac
Cc 1490 1nz vvti
Haina shida yoyote
Bei 7.8m neg"
1132,1133,https://www.zoomtanzania.com/hatchbacks/2003-toyota-ist-1185725?s=948affdb7874f43c0fc016c697c898af,silver,114,1,TSh,"9,000,000",1185725,Monday,14:17:00,October,08,2018,No,No,Used,2003,Toyota,IST,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Make Toyota
Model Ist
Year 2003
Cc 1490
Km 108,127
Price 9m(Negt)"
1133,1134,https://www.zoomtanzania.com/minis/2002-toyota-noah-1185722?s=948affdb7874f43c0fc016c697c898af,silver,114,1,TSh,"7,500,000",1185722,Monday,12:34:00,October,08,2018,No,No,Used,2002,Toyota,Noah,In Tanzania,Yes,,Automatic,no,"Kinondoni, Magomeni

Dar Es Salaam","Noah new model nzuri
Full vibal full ac
Haina shida yoyote ile
Bei 7.5m"
1134,1135,https://www.zoomtanzania.com/sedans/2002-toyota-brevis-1185717?s=948affdb7874f43c0fc016c697c898af,silver,114,1,TSh,"8,500,000",1185717,Monday,14:17:00,October,08,2018,No,Yes,Used,2002,Toyota,Brevis,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Make Toyota
Model Brevi's
Year 2002
Cc 2990
Km 117,000
Colour Maroon
Fuel Petrol
Auto transmission
Price 8.5m(Negt)"
1135,1136,https://www.zoomtanzania.com/hatchbacks/2005-toyota-ist-1185712?s=948affdb7874f43c0fc016c697c898af,silver,114,1,TSh,"7,700,000",1185712,Monday,12:34:00,October,08,2018,No,Yes,Used,2005,Toyota,IST,In Tanzania,Yes,,Automatic,no,"Kinondoni, Magomeni

Dar Es Salaam","iist namba c nzuri sana
full vibal full ac
cc 1290 2nz model 2005
haina shida yoyote ile
bei 7.7m maongez"
1136,1137,https://www.zoomtanzania.com/hatchbacks/2003-toyota-ist-1185708?s=948affdb7874f43c0fc016c697c898af,silver,114,1,TSh,"6,700,000",1185708,Monday,12:33:00,October,08,2018,No,Yes,Used,2003,Toyota,IST,In Tanzania,Yes,,Automatic,no,"Kinondoni, Magomeni

Dar Es Salaam","Ist namba B nzuri
Full vibal full ac
Cc 1290 2nz vvti km 78,904
Haina shida yyt
Bei 6.7m neg"
1137,1138,https://www.zoomtanzania.com/hatchbacks/2000-toyota-vitz-1185697?s=948affdb7874f43c0fc016c697c898af,silver,114,1,TSh,"5,800,000",1185697,Monday,12:34:00,October,08,2018,No,No,Used,2000,Toyota,Vitz,In Tanzania,Yes,,Automatic,no,"Kinondoni, Magomeni

Dar Es Salaam","Vitz old model nzur
Full vibal full ac
Cc 990 1sz vvti
Bei 5.8m"
1138,1139,https://www.zoomtanzania.com/hatchbacks/2004-toyota-porte-1185693?s=948affdb7874f43c0fc016c697c898af,silver,114,1,TSh,"7,700,000",1185693,Monday,12:34:00,October,08,2018,No,Yes,Used,2004,Toyota,Porte,In Tanzania,Yes,,Automatic,no,"Kinondoni, Magomeni

Dar Es Salaam","Porte namba DL nzuri
Full vibal full ac
Cc 1290 2nz vvti
Model 2004
Km 89,123
Bei 7.7m neg"
1139,1140,https://www.zoomtanzania.com/hatchbacks/2005-toyota-ist-1185688?s=948affdb7874f43c0fc016c697c898af,silver,114,1,TSh,"11,900,000",1185688,Monday,14:17:00,October,08,2018,No,No,Used,2005,Toyota,IST,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Make Toyota
Model Ist
Year 2005
Cc 1490
Km 50,000
Org rims & New tyres
Price 11.9+registration"
1140,1141,https://www.zoomtanzania.com/hatchbacks/2004-toyota-allex-1185683?s=2a9b802d5b48941fac4c6fc0edc8562d,silver,115,1,TSh,"6,700,000",1185683,Monday,12:34:00,October,08,2018,No,Yes,Used,2004,Toyota,Allex,In Tanzania,Yes,,Automatic,no,"Kinondoni, Magomeni

Dar Es Salaam","Allex namba B nzuri
Full vibal full ac
Haina shida yoyote ile
Km 89,654
Cc 1490 model 2004
Bei 6.7m neg"
1141,1142,https://www.zoomtanzania.com/hatchbacks/2003-toyota-ist-1185671?s=2a9b802d5b48941fac4c6fc0edc8562d,silver,115,1,TSh,"9,800,000",1185671,Monday,14:17:00,October,08,2018,No,No,Used,2003,Toyota,IST,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Make Toyota
Model Ist
Year 2003
Cc 1290
Km 81,000
New rims
Good tyres
Colour grey
Dvd radio
Price 9.8m"
1142,1143,https://www.zoomtanzania.com/hatchbacks/2004-toyota-ist-1185669?s=2a9b802d5b48941fac4c6fc0edc8562d,silver,115,1,TSh,"7,700,000",1185669,Monday,12:34:00,October,08,2018,No,Yes,Used,2004,Toyota,IST,In Tanzania,Yes,,Automatic,no,"Kinondoni, Magomeni

Dar Es Salaam","Isy namba c nzuri
Full vibal full ac
Cc 1290 mwaka 2004
Haijarudiwa rangi
Bei 7.7m neg"
1143,1144,https://www.zoomtanzania.com/4x4s-suvs/2004-toyota-harrier-1185663?s=2a9b802d5b48941fac4c6fc0edc8562d,silver,115,1,TSh,"29,700,000",1185663,Monday,14:17:00,October,08,2018,No,No,Used Abroad,2004,Toyota,Harrier,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Make Toyota
Model Harrier
Year 2004
Cc 2360
Km 88,000
Music Radio
Engine Vvti
Clean Seats
Fuel Petrol
New Tyres
Forg Lights
Price 29.7m+registration"
1144,1145,https://www.zoomtanzania.com/hatchbacks/2004-toyota-raum-1185657?s=2a9b802d5b48941fac4c6fc0edc8562d,silver,115,1,TSh,"9,500,000",1185657,Monday,11:21:00,October,08,2018,No,Yes,Used,2004,Toyota,Raum,In Tanzania,Yes,,Automatic,no,"Kinondoni, Magomeni

Dar Es Salaam","Raum new model nzur
Full vibal full ac
Cc 1490 1nz vvti
Haina shida yoyote ile
Bei 9.5m neg"
1145,1146,https://www.zoomtanzania.com/minis/2000-toyota-noah-1185653?s=2a9b802d5b48941fac4c6fc0edc8562d,silver,115,1,TSh,"12,700,000",1185653,Monday,11:21:00,October,08,2018,No,No,Used,2000,Toyota,Noah,In Tanzania,Yes,,Automatic,no,"Kinondoni, Magomeni

Dar Es Salaam","Noah road tour nzuri
Full vibal full ac
Haijarudiwa rangi
Haijawai kupata ajali
Km 103,710
Tair mpya
Bei 12.7m"
1146,1147,https://www.zoomtanzania.com/sedans/2002-toyota-cresta-1185644?s=2a9b802d5b48941fac4c6fc0edc8562d,silver,115,1,TSh,"4,700,000",1185644,Friday,03:42:00,November,02,2018,No,Yes,Used,2002,Toyota,Cresta,In Tanzania,Yes,,Automatic,no,"Kinondoni, Magomeni

Dar Es Salaam","Cresta 1g vvti engen
Full vibal full ac
Haijarudiwa rangi popote
Km 85,900
Bei 4.7m maongez"
1147,1148,https://www.zoomtanzania.com/4x4s-suvs/1998-toyota-rav-4-1185638?s=2a9b802d5b48941fac4c6fc0edc8562d,silver,115,1,TSh,"7,700,000",1185638,Monday,11:21:00,October,08,2018,No,Yes,Used,1998,Toyota,Rav 4,In Tanzania,Yes,,Automatic,no,"Kinondoni, Magomeni

Dar Es Salaam","Rav 4 namba c nzur
Full vibal full ac
Cc 1990 3s engen
Haijarudiwa rangi
Bei 7.7m neg"
1148,1149,https://www.zoomtanzania.com/hatchbacks/2005-toyota-ractis-1185631?s=2a9b802d5b48941fac4c6fc0edc8562d,silver,115,1,TSh,"7,800,000",1185631,Friday,03:43:00,November,02,2018,No,No,Used,2005,Toyota,Ractis,In Tanzania,Yes,,Automatic,no,"Kinondoni, Magomeni

Dar Es Salaam","Ractis mamba D nzuri sana
Full vibal full ac
Cc 1290 model 2005
Km 78,900
Bei 7.8m"
1149,1150,https://www.zoomtanzania.com/sedans/2002-toyota-mark-ii-grande-1185617?s=2a9b802d5b48941fac4c6fc0edc8562d,silver,115,1,TSh,"8,800,000",1185617,Monday,14:18:00,October,08,2018,,No,Used,2002,Toyota,Mark II Grande,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Toyota mark II
Cc 1990
Year 2002
Clean car
Colour black
Price 8.8Milion"
1150,1151,https://www.zoomtanzania.com/4x4s-suvs/2001-toyota-rav-4-1185614?s=ab70137d8f00a8392817b93e2534143b,silver,116,1,TSh,"12,000,000",1185614,Monday,14:18:00,October,08,2018,,No,Used,2001,Toyota,Rav 4,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Make Toyota rav4
Engine Vvti
Cc 1790
Year 2001
Colour silver
New tyre
Clean car
Price 12 Million"
1151,1152,https://www.zoomtanzania.com/sedans/2004-toyota-premio-1185610?s=ab70137d8f00a8392817b93e2534143b,silver,116,1,TSh,"13,500,000",1185610,Monday,12:34:00,October,08,2018,No,Yes,Used,2004,Toyota,Premio,In Tanzania,Yes,,Automatic,no,"Kinondoni, Magomeni

Dar Es Salaam","Premio new model nzuri
Full vibal full ac
Cc 1490 1nz vvti
Low mileage
Bei 13.5 neg"
1152,1153,https://www.zoomtanzania.com/hatchbacks/2005-toyota-vitz-1185602?s=ab70137d8f00a8392817b93e2534143b,silver,116,1,TSh,"6,700,000",1185602,Monday,11:21:00,October,08,2018,No,Yes,Used,2005,Toyota,Vitz,In Tanzania,Yes,,Automatic,no,"Kinondoni, Magomeni

Dar Es Salaam","Vitz new model nzuri
Full vibal full ac
Cc 1290 2sz vvti
Haija shida yoyote ile
Bei 6.7m neg"
1153,1154,https://www.zoomtanzania.com/hatchbacks/2003-toyota-ist-1185599?s=ab70137d8f00a8392817b93e2534143b,silver,116,1,TSh,"7,800,000",1185599,Monday,14:18:00,October,08,2018,,No,Used,2003,Toyota,IST,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Toyota Ist
Cc 1298
Year 2003
Engine Vvti
Full music
Full Ac
Sport rim
Full screen
Price 7.8Milion"
1154,1155,https://www.zoomtanzania.com/hatchbacks/2005-toyota-raum-1185596?s=ab70137d8f00a8392817b93e2534143b,silver,116,1,TSh,"10,800,000",1185596,Monday,11:21:00,October,08,2018,No,No,Used Abroad,2005,Toyota,Raum,In Tanzania,Yes,,Automatic,no,"Kinondoni, Magomeni

Dar Es Salaam","Raum chases mpya kabisa
Import from japan Yokohama
Gari ni mpya kabisa
Km 78,890
Bei 10.8 pamoja na usajili
Na pia tunabadilishana na gar yoyote ile ndogo na ela kidogo"
1155,1156,https://www.zoomtanzania.com/4x4s-suvs/2002-toyota-kluger-1185589?s=ab70137d8f00a8392817b93e2534143b,silver,116,1,TSh,"13,000,000",1185589,Monday,14:17:00,October,08,2018,,No,Used,2002,Toyota,Kluger,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Toyota Klugger (DDM)
Year 2002
Cc 2360
Mileage 98,700km
Price 13m"
1156,1157,https://www.zoomtanzania.com/pickups/1995-suzuki-carry-1185588?s=ab70137d8f00a8392817b93e2534143b,silver,116,1,TSh,"4,800,000",1185588,Monday,11:21:00,October,08,2018,No,Yes,Used,1995,Suzuki,Carry,In Tanzania,Yes,,Stick Shift,no,"Kinondoni, Magomeni

Dar Es Salaam","Suzuki carry namba D
Haikayai kufunguliwa engen
Hakina shida yoyote ile
Bei 4.8m neg"
1157,1158,https://www.zoomtanzania.com/hatchbacks/2005-toyota-passo-1185580?s=ab70137d8f00a8392817b93e2534143b,silver,116,1,TSh,"6,500,000",1185580,Monday,14:17:00,October,08,2018,,No,Used,2005,Toyota,Passo,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Toyota Passo (DAD)
Year2005
Cc 1290
Push to start
Price 6.5m"
1158,1159,https://www.zoomtanzania.com/minis/2002-toyota-alphard-1185571?s=ab70137d8f00a8392817b93e2534143b,silver,116,1,TSh,"17,500,000",1185571,Monday,14:17:00,October,08,2018,,No,Used,2002,Toyota,Alphard,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Toyota Alphard[DMN]
Year:2002/3
Cc:2360
Millage:65,000
Double SunRoof
Automatic Transmission
Full option
7 Seats
Colour:Black
Very Good Condition
Bei:17.5M"
